,Company,Project,Cost,URL,base_price,max_price
606,Cognizant Worldwide Limited,Quality Assurance Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/244820986354844,400.0,2100.0
607,Cognizant Worldwide Limited,Digital Marketing & Content Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/113657094041945,400.0,2100.0
608,Cognizant Worldwide Limited,Tools on Demand Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/578102500183232,400.0,2100.0
609,Cognizant Worldwide Limited,Azure Foundation Assessment,"20,437 a unit",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/306144832328955,20437.0,N/A
610,Cognizant Worldwide Limited,Information Architecture Advisory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/459916642476023,400.0,2100.0
611,Cognizant Worldwide Limited,Data Migration and Database Upgrade Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/303181945369952,400.0,2100.0
612,Cognizant Worldwide Limited,Cloud Platform Build - Landing Zone,"600 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/600303067476977,600.0,2000.0
613,Cognizant Worldwide Limited,Middleware Management Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/973564390773205,400.0,2100.0
614,Cognizant Worldwide Limited,Business Intelligence Advisory Services for Healthcare,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/866482028522102,400.0,2100.0
615,Cognizant Worldwide Limited,CRM Contact Centre Implementation Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/764658429041816,400.0,2100.0
616,Cognizant Worldwide Limited,Test Automation Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/553575023400116,400.0,2100.0
617,Cognizant Worldwide Limited,Azure Virtual Desktop (AVD) Managed Services,"1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/391628760592687,1500.0,N/A
618,Cognizant Worldwide Limited,Integration Between CRM and Peripheral Systems Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/517565807389047,400.0,2100.0
619,Cognizant Worldwide Limited,Data Quality Advisory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/542219416470838,400.0,2100.0
620,Cognizant Worldwide Limited,Oracle HCM Cloud Setup & Migration Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/395065042606356,400.0,2100.0
621,Cognizant Worldwide Limited,ServiceNow for Healthcare (NHS),"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/153072172942699,400.0,2100.0
622,Cognizant Worldwide Limited,Cloud Orchestration Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/941027263267589,400.0,2100.0
623,Cognizant Worldwide Limited,Storage and Data Management Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/478912006801281,400.0,2100.0
624,Cognizant Worldwide Limited,Test Management Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/365619490886032,400.0,2100.0
625,Cognizant Worldwide Limited,Integration Services  in Healthcare,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/168293838588797,400.0,2100.0
626,Cognizant Worldwide Limited,Analytics Setup and Migration Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/544427966022098,400.0,2100.0
627,Cognizant Worldwide Limited,Building Data Platforms in the Cloud,"600 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/151503159804087,600.0,2000.0
628,Cognizant Worldwide Limited,Office 365 Management,5.80 a user,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/390394226655590,5.8,N/A
629,Cognizant Worldwide Limited,Cross Browser Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/446116673382346,400.0,2100.0
630,Cognizant Worldwide Limited,Digital Consulting Services for Rail Transportation,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/408518499067701,400.0,2100.0
631,Cognizant Worldwide Limited,MDM Implementation Services for Big Data Management Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/697846592914304,400.0,2100.0
632,Cognizant Worldwide Limited,Data Modernisation Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/833305919014920,400.0,2100.0
633,Cognizant Worldwide Limited,Infrastructure as a Service,37.70 an instance a month,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/664712865184608,37.7,N/A
634,Cognizant Worldwide Limited,Architecture Managed Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/577775077828399,400.0,2100.0
635,Cognizant Worldwide Limited,Azure Cloud Operate Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/629596811884258,400.0,2100.0
636,Cognizant Worldwide Limited,Big Data Setup & Migration Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/410550162892509,400.0,2100.0
637,Cognizant Worldwide Limited,Production Assurance Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/277949106431090,400.0,2100.0
638,Cognizant Worldwide Limited,Cloud Security Assessment for Public Sector Environments,"600 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/525184708450811,600.0,2000.0
639,Cognizant Worldwide Limited,Scaled DevOps/SRE Dojo Model,"600 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/276455141255492,600.0,2000.0
640,Cognizant Worldwide Limited,Master Data Management Support Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/973019526219733,400.0,2100.0
641,Cognizant Worldwide Limited,Digital Twin Development,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/722039052750330,400.0,2100.0
642,Cognizant Worldwide Limited,Cloud Native Accelerators,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/367235022842049,400.0,2100.0
643,Cognizant Worldwide Limited,Digital Twin Development,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/420130665269245,400.0,2100.0
644,Cognizant Worldwide Limited,CRM Marketing Automation Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/214260182551331,400.0,2100.0
645,Cognizant Worldwide Limited,Web Services/API Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/310733294826801,400.0,2100.0
646,Cognizant Worldwide Limited,Virtual Contact Centres with Amazon Connect,"600 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/318346016260451,600.0,2000.0
647,Cognizant Worldwide Limited,Business Intelligence Proof Of Concept and Pilot Services for Health & Medical Insights,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/765019387936773,400.0,2100.0
648,Cognizant Worldwide Limited,Synthetic data simulation development,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/186765077631098,400.0,2100.0
649,Cognizant Worldwide Limited,Accessibility Quality Assurance (QA) and Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/415764515868087,400.0,2100.0
650,Cognizant Worldwide Limited,Compatibility Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/130604635810612,400.0,2100.0
651,Cognizant Worldwide Limited,Cloud Migration,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/165156168579466,400.0,2100.0
652,Cognizant Worldwide Limited,Analytics Proof of Concept and Pilot Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/162972506553677,400.0,2100.0
653,Cognizant Worldwide Limited,Business Intelligence Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/450732501575916,400.0,2100.0
654,Cognizant Worldwide Limited,Digital and Remote Healthcare,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/472228961587314,400.0,2100.0
655,Cognizant Worldwide Limited,Machine Learning (ML) Development Services,"400 to 2,100 a licence a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/151390518615916,400.0,2100.0
656,Cognizant Worldwide Limited,Mainframe Offload Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/556605856419767,400.0,2100.0
657,Cognizant Worldwide Limited,Cloud-based Health management platform,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/514906926116058,400.0,2100.0
658,Cognizant Worldwide Limited,Blockchain and Distributed Ledger Technology,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/973700040689401,400.0,2100.0
659,Cognizant Worldwide Limited,Cloud Security Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/644916573571121,400.0,2100.0
660,Cognizant Worldwide Limited,Desktop Management,23.83 a device,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/823870165486242,23.83,N/A
661,Cognizant Worldwide Limited,Analytics Advisory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/783648559734515,400.0,2100.0
662,Cognizant Worldwide Limited,Data Quality Setup and Migration Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/218244849881193,400.0,2100.0
663,Cognizant Worldwide Limited,Application Health Management,579.75 an instance,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/772539357402952,579.75,N/A
664,Cognizant Worldwide Limited,Leveraging Microsoft Teams in Healthcare for Collaboration & Integration,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/222862837218314,400.0,2100.0
665,Cognizant Worldwide Limited,Disaster Recovery Service,37.70 an instance a month,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/894896152831305,37.7,N/A
666,Cognizant Worldwide Limited,Performance Engineering Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/498383839739179,400.0,2100.0
667,Cognizant Worldwide Limited,assetSERV Digital Asset Management,50 to 330 a user a month,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/665313401566029,50.0,330.0
668,Cognizant Worldwide Limited,Cloud Implementation and Migration Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/173157125501263,400.0,2100.0
669,Cognizant Worldwide Limited,OneDevOps Insights,400 a person a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/711668666675856,400.0,N/A
670,Cognizant Worldwide Limited,Master Data Management Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/992226336771884,400.0,2100.0
671,Cognizant Worldwide Limited,Oracle ERP Cloud Support Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/707236534081766,400.0,2100.0
672,Cognizant Worldwide Limited,Oracle EPM Cloud Support Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/599777684054686,400.0,2100.0
673,Cognizant Worldwide Limited,Network Virtualisation Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/407828757016547,400.0,2100.0
674,Cognizant Worldwide Limited,Sustainability Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/298767040433965,400.0,2100.0
675,Cognizant Worldwide Limited,360 Degree View of the Citizen Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/548770169209573,400.0,2100.0
676,Cognizant Worldwide Limited,Cloud Automation and Policy Management Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/519622501466947,400.0,2100.0
677,Cognizant Worldwide Limited,Healthcare Information Architecture Advisory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/489447775157994,400.0,2100.0
678,Cognizant Worldwide Limited,Package Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/814519297975856,400.0,2100.0
679,Cognizant Worldwide Limited,Analytics Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/606253695228233,400.0,2100.0
680,Cognizant Worldwide Limited,"Data Centre Migration, Consolidation and Modernisation Services","400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/654297948053661,400.0,2100.0
681,Cognizant Worldwide Limited,Quality of Services Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/694985161657900,400.0,2100.0
682,Cognizant Worldwide Limited,Digital Consulting Services for Road Transportation,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/500392769492579,400.0,2100.0
683,Cognizant Worldwide Limited,Omnichannel Commerce,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/626383990278217,400.0,2100.0
684,Cognizant Worldwide Limited,Oracle SCM Cloud Advisory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/755364455618745,400.0,2100.0
685,Cognizant Worldwide Limited,Data Quality Support Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/630514554574969,400.0,2100.0
686,Cognizant Worldwide Limited,Azure Landing Zone for the Policing Sector,"15,000 a unit",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/111364109621445,15000.0,N/A
687,Cognizant Worldwide Limited,Information Management Project and Programme Management Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/567519881474539,400.0,2100.0
688,Cognizant Worldwide Limited,Cloud Native Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/323945626088083,400.0,2100.0
689,Cognizant Worldwide Limited,Storage as a Service,37.70 an instance a month,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/875758680307500,37.7,N/A
690,Cognizant Worldwide Limited,Remote Patient Monitoring,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/828472775658908,400.0,2100.0
691,Cognizant Worldwide Limited,Integration Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/666752643758416,400.0,2100.0
692,Cognizant Worldwide Limited,Oracle ERP Cloud Setup & Migration Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/508540647046783,400.0,2100.0
693,Cognizant Worldwide Limited,Regression Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/989728154020695,400.0,2100.0
694,Cognizant Worldwide Limited,CRM Vendor Evaluation Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/566944653103336,400.0,2100.0
695,Cognizant Worldwide Limited,Salesforce End to End Service Offerings,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/195076291825303,400.0,2100.0
696,Cognizant Worldwide Limited,Workday Cloud Services,"1,008 to 1,856 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/211662788676096,1008.0,1856.0
697,Cognizant Worldwide Limited,Containerisation Readiness and Assessment,"600 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/520024035966048,600.0,2000.0
698,Cognizant Worldwide Limited,Automation Advisory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/786280982826971,400.0,2100.0
699,Cognizant Worldwide Limited,AWS Cloud Migration and Implementation Service,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/400416315279555,400.0,2100.0
700,Cognizant Worldwide Limited,Database as a Service,37.70 an instance a month,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/595315818961484,37.7,N/A
701,Cognizant Worldwide Limited,Azure Virtual Desktop (AVD) Deployment,"1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/938048443165344,1500.0,N/A
702,Cognizant Worldwide Limited,SAP Implementation and Migration on Public or Hybrid Cloud,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/375519670276973,400.0,2100.0
703,Cognizant Worldwide Limited,Office 365 Migration Consulting and Implementation Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/615599209489331,400.0,2100.0
704,Cognizant Worldwide Limited,Performance & Load Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/978415772402177,400.0,2100.0
705,Cognizant Worldwide Limited,CRM Technology Consultancy Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/866386555299159,400.0,2100.0
706,Cognizant Worldwide Limited,Power Platform Solutions,"1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/358526870218898,1500.0,N/A
707,Cognizant Worldwide Limited,assetSERV Records Management,50 to 330 a user a month,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/480371135797112,50.0,330.0
708,Cognizant Worldwide Limited,Messaging & Collaboration Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/501942472640393,400.0,2100.0
709,Cognizant Worldwide Limited,Artificial Intelligence (AI) - Healthcare & Medical AI Design and development,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/434394553300769,400.0,2100.0
710,Cognizant Worldwide Limited,"Product Design, support and optimisation","400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/328173153148861,400.0,2100.0
711,Cognizant Worldwide Limited,Cognizant LEAF - Learning Evolutionary AI Framework,"3,000 to 10,000 a server a month",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/446891376857351,3000.0,10000.0
712,Cognizant Worldwide Limited,JD Edwards (JDE) Services & Migration to Oracle Cloud / Cloud Co-existence Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/415257401336063,400.0,2100.0
713,Cognizant Worldwide Limited,SimpliFit - IT Simplification and Modernisation Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/254015240789929,400.0,2100.0
714,Cognizant Worldwide Limited,Agile cloud based delivery services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/818077488914464,400.0,2100.0
715,Cognizant Worldwide Limited,Palantir Foundry Support,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/692150463146051,400.0,2100.0
716,Cognizant Worldwide Limited,Microsoft Hybrid Meeting,"1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/609452429734670,1500.0,N/A
717,Cognizant Worldwide Limited,SAP Cloud Security,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/550277538578577,400.0,2100.0
718,Cognizant Worldwide Limited,LAN/WAN Managed Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/295408342977633,400.0,2100.0
719,Cognizant Worldwide Limited,Programme Solution Shaping and Enablement Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/258744246866468,400.0,2100.0
720,Cognizant Worldwide Limited,"Microservice Architecture, Design and Development Service on Cloud","400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/605172365892516,400.0,2100.0
721,Cognizant Worldwide Limited,Cloud Advisory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/144837888080966,400.0,2100.0
722,Cognizant Worldwide Limited,Adobe Managed Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/777131739636731,400.0,2100.0
723,Cognizant Worldwide Limited,Strategic Quality Assurance Consultancy Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/934209743947123,400.0,2100.0
724,Cognizant Worldwide Limited,Identity Infrastructure Management,6.19 a user,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/648244432880876,6.19,N/A
725,Cognizant Worldwide Limited,Service design for user and employee facing services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/151508314878220,400.0,2100.0
726,Cognizant Worldwide Limited,Information Management Business Case Support Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/273011120930547,400.0,2100.0
727,Cognizant Worldwide Limited,FEGO - Intelligent acceleration for Cloud platform,400 a person a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/375131819312337,400.0,N/A
728,Cognizant Worldwide Limited,LAN/WAN Deployment Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/582175385038981,400.0,2100.0
729,Cognizant Worldwide Limited,Application Compatibility and Remediation Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/474667921954314,400.0,2100.0
730,Cognizant Worldwide Limited,Low Code Service Delivery,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/864720903106181,400.0,2100.0
731,Cognizant Worldwide Limited,Power Platform CoE,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/471978791900485,400.0,2100.0
732,Cognizant Worldwide Limited,Customer Communication Management (CCM) - OpenText Exstream,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/271826963727531,400.0,2100.0
733,Cognizant Worldwide Limited,Azure Migration Services,"8,814 a unit",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/701123831295268,8814.0,N/A
734,Cognizant Worldwide Limited,DevOps Cloud Support Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/385609621700001,400.0,2100.0
735,Cognizant Worldwide Limited,Intranet,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/882939845982169,400.0,2100.0
736,Cognizant Worldwide Limited,Cloud Optimisation & Healthcheck Assessment (incl elements of WAF),"600 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/818010539362436,600.0,2000.0
737,Cognizant Worldwide Limited,Migrating applications to the cloud,"600 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/417807329938369,600.0,2000.0
738,Cognizant Worldwide Limited,Adoption and Value Creation,"1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/582802592365169,1500.0,N/A
739,Cognizant Worldwide Limited,Business Intelligence Proof Of Concept and Pilot Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/464597668077980,400.0,2100.0
740,Cognizant Worldwide Limited,Unlocking Observability in your Organisation,"600 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/343901381771214,600.0,2000.0
741,Cognizant Worldwide Limited,Desktop Image Engineering Service,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/217872653181365,400.0,2100.0
742,Cognizant Worldwide Limited,Microsoft Azure Cloud Service Delivery,37.70 an instance a month,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/284292445066991,37.7,N/A
743,Cognizant Worldwide Limited,Healthcare Data Integration and ETL Setup and Migration Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/359954557109648,400.0,2100.0
744,Cognizant Worldwide Limited,Data Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/257459737559127,400.0,2100.0
745,Cognizant Worldwide Limited,eCommerce / eBusiness Services & Migration to Cloud / Cloud Co-existence Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/659991949244445,400.0,2100.0
746,Cognizant Worldwide Limited,Machine Learning (ML) Development Services enabling  patient insights and clinical reasoning,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/556067025186103,400.0,2100.0
747,Cognizant Worldwide Limited,Integrated Service Desk Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/444294640306216,400.0,2100.0
748,Cognizant Worldwide Limited,Business Intelligence Advisory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/571194998706783,400.0,2100.0
749,Cognizant Worldwide Limited,Managed Active Directory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/637121913965637,400.0,2100.0
750,Cognizant Worldwide Limited,Integrated care co-ordination and management,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/251132497783761,400.0,2100.0
751,Cognizant Worldwide Limited,Operational Acceptance Testing (OAT) Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/691637614496465,400.0,2100.0
752,Cognizant Worldwide Limited,CRM Health Check Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/458259284127603,400.0,2100.0
